1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorchSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1501.0,0.0,3.0,Gd,679.0,GLQ,811.0,0.0,577.0,RFn,1999.0,1501.0,Gd,10335.0,78.0,183.0,29.0,5.0,7.0,1490.0,55.0,1999.0,1999.0,204000
1044.0,0.0,2.0,Av,0.0,Unf,540.0,49.8,504.0,Unf,1952.0,1044.0,Fa,8712.0,66.0,0.0,0.0,5.0,5.0,540.0,0.0,1952.0,1952.0,55993
894.0,0.0,2.0,No,0.0,Unf,894.0,72.2,1248.0,RFn,1994.0,894.0,TA,18000.0,120.0,0.0,20.0,4.0,3.0,894.0,0.0,1935.0,1950.0,81000
1619.0,167.0,3.0,Gd,1249.0,Rec,103.0,10.0,529.0,Fin,1965.0,1786.0,TA,164660.0,117.4,0.0,0.0,6.0,5.0,1499.0,72.0,1965.0,1965.0,228950
1097.0,54.4,3.0,No,338.0,GLQ,702.0,49.8,480.0,Unf,1986.0,1097.0,TA,9672.0,81.0,0.0,0.0,5.0,6.0,1040.0,68.4,1984.0,1985.0,152000
1442.0,0.0,3.0,Mn,738.0,GLQ,172.0,0.0,719.0,Fin,1990.0,1442.0,Gd,10357.0,114.0,0.0,244.0,5.0,7.0,910.0,0.0,1990.0,1991.0,179900
1422.0,915.0,5.0,No,0.0,Unf,662.0,81.8,560.0,Unf,1945.0,2337.0,TA,13600.0,85.0,0.0,57.0,5.0,5.0,662.0,0.0,1900.0,1950.0,90000
1616.0,0.0,2.0,No,1180.0,GLQ,415.0,0.0,608.0,RFn,1995.0,1616.0,Gd,5389.0,39.0,0.0,152.0,5.0,8.0,1595.0,83.0,1995.0,1996.0,236500
1097.0,896.0,4.0,No,416.0,Rec,409.0,44.8,495.0,RFn,1971.0,1993.0,TA,14803.0,76.4,252.0,66.0,5.0,6.0,825.0,129.8,1971.0,1971.0,190000
825.0,0.0,2.0,No,180.0,LwQ,0.0,18.2,720.0,RFn,1963.0,825.0,TA,8235.0,49.0,0.0,50.0,7.0,5.0,825.0,141.6,1955.0,1995.0,125000
848.0,0.0,1.0,Av,662.0,GLQ,186.0,57.2,420.0,RFn,2004.0,848.0,Gd,4426.0,47.6,169.0,0.0,5.0,6.0,848.0,53.6,2004.0,2004.0,143000
1788.0,0.0,3.0,Av,0.0,Unf,1753.0,53.6,522.0,RFn,2001.0,1788.0,Ex,11838.0,83.4,0.0,151.0,5.0,8.0,1753.0,101.6,2001.0,2001.0,236500
840.0,0.0,3.0,No,116.0,LwQ,556.0,57.2,0.0,None,1975.0,840.0,TA,4388.0,55.0,0.0,0.0,7.0,5.0,672.0,53.6,1930.0,1950.0,87000
1344.0,0.0,2.0,Gd,1309.0,GLQ,35.0,45.2,784.0,Fin,1997.0,1344.0,TA,7060.0,78.0,200.0,0.0,5.0,7.0,1344.0,120.8,1997.0,1998.0,206300
2156.0,0.0,3.0,No,297.0,BLQ,1203.0,0.0,508.0,RFn,1968.0,2156.0,TA,20781.0,79.0,0.0,80.0,7.0,7.0,1568.0,38.4,1968.0,2003.0,262500
1182.0,960.0,3.0,No,448.0,Rec,448.0,135.4,509.0,Fin,1968.0,2142.0,Gd,13000.0,100.0,576.0,72.0,6.0,6.0,896.0,99.4,1968.0,1968.0,193500
1699.0,1523.0,5.0,Mn,1470.0,GLQ,203.0,44.8,594.0,Unf,1990.0,3222.0,Gd,12376.0,90.0,0.0,0.0,5.0,7.0,1673.0,301.6,1990.0,1990.0,320000
976.0,732.0,3.0,No,0.0,Unf,976.0,0.0,380.0,Unf,2004.0,1708.0,Gd,3363.0,32.0,117.0,40.0,5.0,7.0,976.0,57.8,2004.0,2004.0,130000
1445.0,0.0,3.0,Gd,564.0,Rec,563.0,53.6,645.0,RFn,1964.0,1445.0,TA,12095.0,79.0,115.0,0.0,6.0,6.0,1127.0,109.4,1964.0,1964.0,158000
1142.0,878.0,3.0,No,584.0,GLQ,544.0,0.0,466.0,RFn,1995.0,2020.0,Gd,9828.0,80.0,0.0,155.0,5.0,8.0,1128.0,95.2,1995.0,1995.0,239500
1525.0,0.0,3.0,Av,1400.0,GLQ,125.0,0.0,541.0,RFn,2000.0,1525.0,Gd,9100.0,70.0,244.0,36.0,5.0,7.0,1525.0,27.8,2000.0,2000.0,235000
1486.0,0.0,3.0,No,637.0,BLQ,849.0,0.0,480.0,Fin,1968.0,1486.0,TA,9937.0,75.0,0.0,0.0,7.0,5.0,1486.0,171.6,1964.0,1999.0,167000
1327.0,0.0,3.0,No,405.0,Rec,658.0,45.2,624.0,Unf,1974.0,1327.0,Gd,7388.0,75.0,0.0,0.0,6.0,5.0,1063.0,118.6,1959.0,2002.0,150750
1128.0,0.0,2.0,No,812.0,LwQ,124.0,31.6,286.0,Unf,1954.0,1128.0,TA,9000.0,75.0,0.0,0.0,5.0,5.0,936.0,101.0,1954.0,1954.0,118000
1145.0,0.0,2.0,No,16.0,GLQ,1129.0,0.0,397.0,Fin,2005.0,1145.0,Gd,3182.0,43.0,11.0,16.0,5.0,7.0,1145.0,57.8,2005.0,2006.0,160200
1212.0,0.0,3.0,No,0.0,Unf,1212.0,49.8,573.0,RFn,2001.0,1212.0,Gd,9100.0,70.0,0.0,0.0,5.0,7.0,1212.0,24.0,2001.0,2001.0,178000
1328.0,0.0,3.0,No,569.0,ALQ,678.0,31.6,528.0,Unf,1963.0,1328.0,TA,9790.0,77.6,451.0,26.0,5.0,6.0,1328.0,180.0,1963.0,1963.0,143000
1164.0,896.0,4.0,No,831.0,GLQ,320.0,0.0,521.0,Unf,1988.0,2060.0,TA,10029.0,97.0,268.0,228.0,5.0,6.0,1151.0,0.0,1988.0,1989.0,211000
1453.0,0.0,2.0,Gd,1082.0,GLQ,371.0,0.0,445.0,RFn,1986.0,1453.0,Gd,5271.0,36.4,0.0,80.0,5.0,7.0,1453.0,53.6,1986.0,1986.0,190000
977.0,755.0,3.0,No,0.0,GLQ,741.0,0.0,476.0,Fin,1985.0,1732.0,Gd,9206.0,77.0,336.0,46.0,5.0,6.0,741.0,86.4,1985.0,1985.0,178000
1060.0,0.0,3.0,No,840.0,GLQ,200.0,57.2,572.0,Fin,1976.0,1060.0,TA,4224.0,44.0,0.0,110.0,7.0,5.0,1040.0,100.0,1976.0,1976.0,129900
1370.0,0.0,3.0,No,0.0,Unf,1090.0,0.0,479.0,RFn,1976.0,1370.0,TA,10400.0,80.0,189.0,0.0,5.0,7.0,1090.0,32.0,1976.0,1976.0,152000
1549.0,1178.0,3.0,No,297.0,Rec,556.0,28.8,440.0,Unf,1932.0,2727.0,Gd,10570.0,70.0,0.0,74.0,8.0,8.0,853.0,57.6,1932.0,1994.0,315000
1430.0,0.0,3.0,No,0.0,Unf,1413.0,0.0,605.0,RFn,2001.0,1430.0,Gd,16285.0,67.0,0.0,33.0,5.0,7.0,1413.0,58.4,2001.0,2002.0,187100
1132.0,0.0,2.0,No,1024.0,GLQ,108.0,45.2,451.0,Fin,2005.0,1132.0,Gd,7024.0,60.0,0.0,64.0,5.0,4.0,1132.0,121.6,2005.0,2005.0,176000
546.0,546.0,3.0,No,334.0,BLQ,212.0,0.0,286.0,RFn,1973.0,1092.0,TA,1974.0,21.6,0.0,96.0,5.0,4.0,546.0,90.6,1973.0,1973.0,83500
1644.0,0.0,3.0,No,1285.0,GLQ,131.0,0.0,418.0,Fin,1953.0,1644.0,TA,9600.0,80.0,238.0,0.0,5.0,6.0,1416.0,156.0,1953.0,1953.0,167000
789.0,0.0,2.0,No,0.0,Unf,768.0,0.0,200.0,Unf,1926.0,789.0,TA,10594.0,55.0,0.0,0.0,5.0,5.0,768.0,30.6,1926.0,1950.0,96500
1494.0,0.0,3.0,Gd,1200.0,GLQ,279.0,0.0,576.0,RFn,1997.0,1494.0,Gd,9236.0,79.0,0.0,27.0,5.0,6.0,1479.0,36.6,1997.0,1997.0,217000
2136.0,0.0,4.0,No,756.0,LwQ,1380.0,0.0,528.0,Unf,1951.0,2136.0,TA,10680.0,89.0,44.0,30.0,3.0,5.0,2136.0,103.4,1951.0,1951.0,137900
1824.0,0.0,2.0,Gd,1219.0,GLQ,424.0,10.0,739.0,Unf,1971.0,1824.0,Gd,115149.0,117.4,351.0,48.0,5.0,7.0,1643.0,72.0,1971.0,2002.0,302000
1803.0,0.0,3.0,No,168.0,Rec,284.0,44.8,484.0,RFn,1957.0,1803.0,TA,13125.0,88.0,67.0,0.0,4.0,5.0,1134.0,128.8,1957.0,2000.0,155000
1048.0,649.8,3.0,No,580.0,BLQ,333.0,0.0,288.0,Unf,1962.0,1558.0,TA,10930.0,60.0,0.0,0.0,6.0,5.0,913.0,24.0,1945.0,1950.0,140000
816.0,0.0,3.0,Gd,546.0,ALQ,270.0,18.2,264.0,Unf,1982.0,816.0,TA,8314.0,76.0,0.0,0.0,7.0,5.0,816.0,141.6,1982.0,1982.0,124500
993.0,915.0,4.0,No,0.0,Unf,967.0,81.8,431.0,Fin,2002.0,1908.0,Gd,14191.0,85.0,0.0,0.0,5.0,8.0,967.0,101.0,2002.0,2002.0,202900
860.0,704.0,3.0,No,275.0,Rec,429.0,90.6,234.0,Unf,1941.0,1564.0,Fa,12000.0,75.0,0.0,0.0,7.0,7.0,704.0,112.6,1941.0,1950.0,174500
1266.0,0.0,2.0,Av,0.0,Unf,1266.0,0.0,388.0,Fin,2007.0,1266.0,Gd,3182.0,43.0,16.0,16.0,5.0,7.0,1266.0,57.8,2007.0,2007.0,159895
372.0,720.0,3.0,None,0.0,None,0.0,0.0,0.0,None,1971.0,1092.0,Fa,5600.0,70.0,0.0,0.0,5.0,4.0,0.0,34.2,1930.0,1950.0,55000
728.0,728.0,3.0,No,0.0,Unf,728.0,0.0,440.0,Fin,2006.0,1456.0,Gd,11103.0,85.0,0.0,0.0,5.0,7.0,728.0,0.0,2006.0,2006.0,155835
1541.0,0.0,3.0,No,0.0,Unf,1541.0,0.0,843.0,RFn,2001.0,1541.0,Gd,13704.0,118.0,150.0,81.0,5.0,7.0,1541.0,117.8,2001.0,2002.0,205000
2402.0,0.0,2.0,Gd,1767.0,GLQ,788.0,43.2,672.0,Fin,2008.0,2402.0,Ex,15431.0,105.0,200.0,72.0,5.0,10.0,3094.0,105.6,2008.0,2008.0,555000
581.0,530.0,3.0,No,0.0,Unf,530.0,72.4,288.0,Unf,1935.0,1111.0,Fa,7200.0,60.0,0.0,0.0,7.0,5.0,530.0,97.6,1920.0,1996.0,101000
997.0,801.6,4.0,No,0.0,Unf,941.0,0.0,548.0,Unf,1958.0,1470.0,TA,8172.0,60.0,0.0,0.0,6.0,4.0,941.0,40.0,1954.0,1972.0,135000
1304.0,983.0,4.0,No,603.0,BLQ,701.0,43.2,667.0,Fin,1953.0,2287.0,TA,15593.0,81.0,0.0,21.0,4.0,7.0,1304.0,88.8,1953.0,1953.0,225000
996.0,0.0,3.0,No,290.0,BLQ,706.0,37.0,0.0,None,1974.0,996.0,TA,13907.0,63.0,0.0,0.0,6.0,5.0,996.0,200.8,1940.0,1969.0,108000
1095.0,679.0,4.0,No,0.0,Unf,1095.0,0.0,779.0,Unf,1920.0,1774.0,TA,9600.0,60.0,0.0,0.0,2.0,4.0,1095.0,86.4,1900.0,1950.0,87000
1256.0,0.0,3.0,No,830.0,BLQ,136.0,0.0,276.0,Fin,1965.0,1256.0,TA,9937.0,75.0,0.0,68.0,6.0,5.0,1256.0,736.0,1965.0,1965.0,147500
1378.0,741.0,3.0,No,0.0,Unf,689.0,0.0,583.0,Fin,1972.0,2119.0,TA,10448.0,81.0,333.0,104.0,6.0,6.0,689.0,57.6,1972.0,1972.0,158000
1124.0,0.0,3.0,None,0.0,GLQ,0.0,190.0,0.0,None,1959.0,1124.0,TA,8335.0,77.0,0.0,36.0,5.0,5.0,0.0,97.6,1954.0,1954.0,93000
1428.0,0.0,3.0,No,0.0,Unf,1428.0,0.0,480.0,Fin,2007.0,1428.0,Gd,11639.0,95.0,114.2,120.0,5.0,7.0,1428.0,69.6,2007.0,2008.0,182000
773.0,0.0,2.0,No,570.0,ALQ,203.0,45.2,240.0,Unf,1953.0,773.0,TA,7677.0,57.0,0.0,0.0,5.0,5.0,773.0,184.8,1953.0,1953.0,110000
833.0,0.0,3.0,No,625.0,ALQ,208.0,18.2,0.0,None,1973.0,833.0,TA,8780.0,67.6,0.0,0.0,5.0,5.0,833.0,225.8,1985.0,1985.0,112000
630.0,0.0,1.0,Av,131.0,BLQ,0.0,0.0,0.0,RFn,1975.0,630.0,TA,1936.0,21.0,0.0,0.0,6.0,4.0,630.0,90.6,1970.0,1970.0,84500
707.0,707.0,3.0,Av,0.0,Unf,707.0,0.0,403.0,Fin,2004.0,1414.0,Gd,9056.0,74.0,0.0,35.0,5.0,8.0,707.0,28.8,2004.0,2004.0,178000
1610.0,0.0,3.0,Mn,1200.0,ALQ,410.0,0.0,480.0,RFn,1977.0,1610.0,Gd,10603.0,68.8,28.0,68.0,7.0,6.0,1610.0,39.4,1977.0,2001.0,205000
780.0,240.0,2.0,No,0.0,Unf,780.0,27.6,0.0,None,1935.0,1020.0,TA,6342.0,54.0,0.0,0.0,8.0,5.0,780.0,34.2,1875.0,1996.0,94000
1154.0,0.0,3.0,Mn,740.0,BLQ,184.0,0.0,480.0,RFn,1966.0,1154.0,TA,11000.0,86.0,200.0,58.0,6.0,5.0,1154.0,62.4,1966.0,1966.0,154000
855.0,743.0,3.0,No,566.0,ALQ,289.0,0.0,440.0,RFn,1976.0,1456.0,TA,2280.0,24.0,0.0,0.0,6.0,6.0,855.0,119.2,1976.0,1976.0,148500
1575.0,626.0,4.0,Av,0.0,BLQ,697.0,29.0,432.0,Unf,1966.0,2201.0,Gd,19690.0,110.8,0.0,236.0,7.0,6.0,697.0,76.8,1966.0,1966.0,274970
902.0,808.0,3.0,No,0.0,Unf,576.0,0.0,480.0,Unf,1990.0,1710.0,TA,10300.0,50.0,0.0,11.0,6.0,7.0,576.0,57.6,1921.0,1950.0,140000
1686.0,762.0,4.0,No,1361.0,GLQ,88.0,10.0,711.0,RFn,1994.0,2448.0,Gd,46589.0,52.0,528.0,76.0,7.0,8.0,1629.0,72.0,1994.0,2005.0,402000
1232.0,0.0,2.0,Av,724.0,GLQ,508.0,45.2,632.0,Unf,2007.0,1232.0,Gd,7314.0,64.0,82.0,0.0,5.0,7.0,1232.0,118.6,2007.0,2007.0,194500
684.0,876.0,3.0,Av,0.0,Unf,684.0,90.6,400.0,Fin,2005.0,1560.0,Gd,11911.0,122.0,0.0,38.0,5.0,6.0,684.0,0.0,2005.0,2005.0,174000
944.0,545.0,3.0,No,0.0,Unf,778.0,0.0,240.0,Unf,1940.0,1489.0,TA,9900.0,60.0,0.0,0.0,7.0,6.0,778.0,86.4,1940.0,1950.0,139500
483.0,504.0,2.0,No,330.0,BLQ,153.0,0.0,264.0,Unf,1973.0,987.0,TA,1680.0,21.0,158.0,0.0,5.0,6.0,483.0,90.6,1973.0,1973.0,100000
753.0,741.0,3.0,No,547.0,BLQ,224.0,72.4,213.0,Unf,1942.0,1494.0,Gd,7500.0,63.2,0.0,0.0,7.0,6.0,771.0,115.2,1942.0,1950.0,177500
816.0,0.0,3.0,No,641.0,ALQ,175.0,45.2,264.0,Unf,1982.0,816.0,Gd,6600.0,60.0,0.0,0.0,9.0,5.0,816.0,101.6,1982.0,2008.0,130500
1604.0,0.0,3.0,No,1334.0,GLQ,270.0,48.8,660.0,RFn,2006.0,1604.0,Gd,8814.0,68.0,180.0,110.0,5.0,7.0,1604.0,27.8,2006.0,2006.0,220000
1689.0,0.0,3.0,Av,0.0,Unf,1689.0,0.0,954.0,RFn,2007.0,1689.0,Gd,9849.0,83.0,0.0,56.0,6.0,7.0,1689.0,64.0,2007.0,2007.0,248328
1500.0,902.4,3.0,Av,1032.0,GLQ,431.0,53.6,712.0,RFn,1994.0,2622.0,Gd,12256.0,98.0,362.0,32.0,5.0,8.0,1463.0,264.6,1994.0,1995.0,325000
1002.0,454.0,4.0,Mn,0.0,Unf,810.0,72.4,280.0,Unf,1954.0,1456.0,TA,7585.0,50.0,0.0,0.0,3.0,5.0,810.0,20.0,1948.0,1950.0,91500
1153.0,920.4,4.0,No,692.0,GLQ,153.0,81.8,484.0,RFn,1983.0,2353.0,Ex,13005.0,94.0,278.0,195.0,7.0,7.0,845.0,151.6,1980.0,1980.0,260000
735.0,660.0,3.0,No,593.0,BLQ,130.0,81.8,497.0,Unf,1972.0,1395.0,TA,12936.0,95.6,0.0,116.0,6.0,6.0,723.0,170.4,1972.0,1972.0,162000
1262.0,0.0,2.0,No,905.0,GLQ,357.0,45.2,572.0,Unf,2006.0,1262.0,Gd,7200.0,60.0,68.0,120.0,5.0,6.0,1262.0,0.0,2006.0,2006.0,185000
1218.0,0.0,2.0,No,27.0,GLQ,1191.0,0.0,676.0,Fin,2009.0,1218.0,Gd,7862.0,75.0,0.0,102.0,5.0,6.0,1218.0,20.0,2009.0,2009.0,208300
788.0,0.0,2.0,No,266.0,Rec,522.0,45.2,0.0,None,1962.0,788.0,TA,7446.0,60.4,0.0,0.0,5.0,4.0,788.0,101.6,1941.0,1950.0,100000
1622.0,0.0,3.0,Av,1159.0,BLQ,90.0,29.0,1356.0,Fin,1975.0,1622.0,TA,32463.0,134.4,149.0,0.0,4.0,4.0,1249.0,72.0,1961.0,1975.0,168000
774.0,456.0,3.0,No,384.0,ALQ,363.0,0.0,305.0,Unf,1946.0,1230.0,TA,4712.0,51.0,0.0,57.0,7.0,4.0,747.0,53.6,1946.0,1950.0,121600
1053.0,1065.8,3.0,No,0.0,Unf,1053.0,0.0,648.0,RFn,2003.0,1992.0,Gd,9375.0,75.0,768.0,45.0,5.0,8.0,1053.0,86.4,2003.0,2004.0,250000
1478.0,0.0,3.0,No,1270.0,BLQ,208.0,43.2,498.0,Unf,1960.0,1478.0,TA,17600.0,103.0,30.0,40.0,5.0,6.0,1478.0,58.4,1960.0,1960.0,157500
956.0,1128.0,4.0,No,656.0,GLQ,300.0,0.0,618.0,RFn,2004.0,2084.0,Gd,10142.0,76.0,0.0,45.0,5.0,7.0,956.0,57.6,2004.0,2004.0,233000
1178.0,0.0,3.0,No,1084.0,BLQ,92.0,0.0,439.0,Unf,1973.0,1178.0,Gd,10000.0,80.0,0.0,0.0,6.0,5.0,1176.0,156.0,1973.0,2000.0,157000
1357.0,0.0,2.0,Av,719.0,ALQ,300.0,0.0,312.0,RFn,1959.0,1357.0,Ex,11512.0,124.0,84.0,0.0,7.0,6.0,1019.0,62.4,1959.0,2006.0,177000
616.0,796.0,3.0,No,0.0,Unf,616.0,0.0,432.0,Fin,2007.0,1412.0,Gd,8499.0,73.0,0.0,36.0,5.0,6.0,616.0,20.0,2006.0,2007.0,156932
1226.0,0.0,3.0,No,0.0,Unf,1226.0,0.0,740.0,RFn,2009.0,1226.0,Gd,10402.0,94.0,0.0,36.0,5.0,7.0,1226.0,64.0,2009.0,2009.0,198900
1163.0,0.0,3.0,No,256.0,ALQ,906.0,27.6,220.0,Unf,1955.0,1163.0,TA,5820.0,49.0,0.0,98.0,8.0,3.0,1162.0,34.2,1955.0,2005.0,126175
1298.0,0.0,3.0,No,1258.0,GLQ,40.0,0.0,403.0,Fin,1985.0,1298.0,Gd,11200.0,100.4,85.0,26.0,5.0,6.0,1298.0,62.4,1985.0,1985.0,180000
2110.0,0.0,3.0,No,1065.0,ALQ,1045.0,0.0,522.0,Fin,1968.0,2110.0,Ex,11160.0,93.0,0.0,0.0,5.0,7.0,2110.0,120.2,1968.0,1968.0,244000
1561.0,0.0,2.0,No,1153.0,GLQ,408.0,0.0,556.0,Fin,2005.0,1561.0,Ex,7313.0,60.0,246.0,47.0,5.0,9.0,1561.0,203.0,2005.0,2005.0,277500
672.0,728.0,3.0,No,209.0,ALQ,463.0,27.2,440.0,Fin,1978.0,1400.0,TA,7844.0,74.0,203.0,0.0,7.0,6.0,672.0,70.4,1978.0,1978.0,149500
1006.0,769.0,3.0,No,513.0,ALQ,227.0,0.0,425.0,Fin,1993.0,1775.0,Gd,9317.0,75.0,137.0,72.0,5.0,7.0,740.0,68.8,1993.0,1993.0,213000
866.0,913.0,3.0,Av,0.0,Unf,866.0,0.0,546.0,RFn,1998.0,1779.0,Gd,10400.0,80.0,0.0,36.0,5.0,7.0,866.0,57.6,1998.0,1998.0,197900
815.0,875.0,3.0,No,0.0,Unf,815.0,0.0,225.0,RFn,1916.0,1690.0,TA,8850.0,65.0,0.0,0.0,6.0,7.0,815.0,48.8,1916.0,1950.0,144000
1742.0,590.0,3.0,Av,1280.0,GLQ,402.0,0.0,846.0,Fin,2008.0,2332.0,Ex,12474.0,96.0,272.0,134.0,5.0,10.0,1682.0,260.0,2007.0,2008.0,426000
1306.0,954.0,3.0,Gd,1201.0,GLQ,105.0,44.8,533.0,RFn,1996.0,2260.0,Gd,14000.0,80.0,0.0,44.0,5.0,7.0,1306.0,166.8,1996.0,1997.0,328000
1091.0,898.0,3.0,Mn,932.0,GLQ,133.0,0.0,586.0,Fin,2002.0,1989.0,Gd,11367.0,90.0,210.0,60.0,5.0,8.0,1065.0,149.8,2002.0,2002.0,255000
926.0,678.0,3.0,No,0.0,Unf,926.0,0.0,470.0,Fin,1997.0,1604.0,TA,10839.0,100.0,0.0,36.0,5.0,6.0,926.0,0.0,1997.0,1998.0,181000
1712.0,0.0,4.0,No,528.0,LwQ,1098.0,0.0,588.0,Fin,2005.0,1712.0,TA,8393.0,70.0,122.0,54.0,5.0,5.0,1626.0,27.8,1959.0,2005.0,145000
1014.0,730.0,3.0,No,402.0,BLQ,594.0,0.0,457.0,RFn,1993.0,1744.0,Gd,9453.0,67.8,0.0,70.0,7.0,7.0,996.0,86.4,1993.0,2003.0,194500
928.0,0.0,3.0,No,308.0,Rec,620.0,27.6,288.0,Fin,1957.0,928.0,TA,6000.0,50.0,0.0,0.0,6.0,5.0,928.0,34.2,1957.0,1957.0,112500
876.0,540.0,4.0,Mn,0.0,Unf,876.0,90.6,720.0,Unf,1949.0,1416.0,TA,12665.0,100.0,0.0,0.0,8.0,5.0,876.0,71.0,1915.0,1950.0,153900
1670.0,0.0,3.0,No,0.0,Unf,1670.0,0.0,690.0,RFn,2006.0,1670.0,Gd,14859.0,50.0,27.0,60.0,5.0,7.0,1670.0,146.6,2006.0,2006.0,240000
1440.0,0.0,4.0,Gd,1440.0,BLQ,0.0,0.0,0.0,None,1988.0,1440.0,TA,7711.0,42.0,0.0,0.0,3.0,4.0,1440.0,127.6,1977.0,1977.0,150000
1302.0,0.0,3.0,Gd,270.0,LwQ,452.0,49.8,309.0,RFn,1964.0,1302.0,Gd,9350.0,85.0,108.0,0.0,7.0,6.0,1302.0,61.8,1964.0,1991.0,158000
1687.0,0.0,3.0,Av,353.0,BLQ,60.0,50.0,572.0,Unf,1966.0,1687.0,TA,57200.0,117.4,0.0,0.0,5.0,5.0,747.0,72.0,1948.0,1950.0,160000
952.0,0.0,2.0,No,228.0,ALQ,724.0,49.8,283.0,Unf,1956.0,952.0,TA,8475.0,57.8,0.0,0.0,7.0,4.0,952.0,148.8,1956.0,1956.0,135750
1024.0,940.0,4.0,Av,0.0,Unf,940.0,0.0,0.0,None,1965.0,1964.0,TA,8525.0,55.0,0.0,192.0,6.0,5.0,940.0,68.8,1911.0,1950.0,130000
1440.0,0.0,3.0,No,678.0,BLQ,762.0,0.0,467.0,Fin,1981.0,1440.0,Gd,12546.0,86.0,310.0,0.0,7.0,6.0,1440.0,151.2,1981.0,1981.0,182900
979.0,871.0,3.0,No,595.0,GLQ,378.0,29.0,467.0,Fin,1994.0,1850.0,Gd,29959.0,134.4,0.0,98.0,6.0,7.0,973.0,72.0,1994.0,1994.0,248000
1630.0,0.0,3.0,Gd,0.0,Unf,1622.0,0.0,860.0,RFn,2008.0,1630.0,Ex,10226.0,61.0,270.0,42.0,5.0,8.0,1622.0,101.6,2008.0,2008.0,295493
864.0,0.0,3.0,No,0.0,Unf,864.0,49.8,280.0,Unf,1972.0,864.0,TA,9353.0,71.0,0.0,0.0,5.0,4.0,864.0,118.6,1970.0,1970.0,116050
1686.0,0.0,3.0,No,625.0,BLQ,0.0,0.0,612.0,Unf,1980.0,1686.0,TA,10240.0,79.0,157.0,131.0,6.0,6.0,1686.0,162.8,1980.0,1980.0,207500
2633.0,0.0,2.0,Gd,1282.0,GLQ,1351.0,0.0,804.0,RFn,2001.0,2633.0,Ex,11400.0,94.2,705.0,140.0,5.0,10.0,2633.0,152.2,2001.0,2002.0,466500
1610.0,551.0,3.0,No,1288.0,GLQ,294.0,28.8,789.0,Fin,2007.0,2161.0,Ex,10562.0,86.0,300.0,120.0,5.0,8.0,1582.0,39.4,2007.0,2007.0,325624
1575.0,0.0,3.0,No,430.0,GLQ,1145.0,0.0,529.0,RFn,1992.0,1575.0,Gd,8012.0,50.0,0.0,0.0,5.0,6.0,1575.0,0.0,1992.0,1992.0,179200
2196.0,0.0,3.0,Mn,485.0,ALQ,1496.0,0.0,701.0,RFn,1990.0,2196.0,Gd,14684.0,90.0,234.0,70.0,7.0,7.0,2158.0,84.0,1990.0,1991.0,271900
841.0,0.0,2.0,No,0.0,Unf,721.0,18.2,294.0,Unf,1950.0,841.0,TA,8400.0,60.0,0.0,0.0,4.0,4.0,721.0,65.6,1950.0,1950.0,82000
810.0,672.0,3.0,No,156.0,BLQ,516.0,90.6,400.0,Unf,1934.0,1482.0,Fa,12155.0,81.6,0.0,0.0,8.0,6.0,672.0,71.0,1925.0,1950.0,140000
960.0,0.0,3.0,Av,789.0,ALQ,171.0,0.0,576.0,Unf,1970.0,960.0,TA,9873.0,60.0,160.0,288.0,5.0,4.0,960.0,210.6,1970.0,1970.0,129000
728.0,728.0,3.0,Av,0.0,Unf,728.0,0.0,400.0,Fin,2007.0,1456.0,Gd,9018.0,65.0,0.0,24.0,5.0,7.0,728.0,28.8,2007.0,2007.0,179540
794.0,676.0,4.0,Av,182.0,GLQ,612.0,81.8,388.0,Fin,1997.0,1470.0,TA,13869.0,73.6,0.0,75.0,6.0,6.0,794.0,172.0,1997.0,1997.0,177000
928.0,0.0,2.0,No,377.0,Rec,551.0,37.0,252.0,Unf,1956.0,928.0,TA,13300.0,70.0,0.0,0.0,7.0,5.0,928.0,172.0,1956.0,2000.0,132000
1126.0,0.0,3.0,Av,767.0,ALQ,266.0,43.2,540.0,RFn,1977.0,1126.0,Ex,15611.0,60.8,0.0,0.0,6.0,5.0,1126.0,92.0,1977.0,1977.0,175000
1872.0,0.0,3.0,Av,929.0,GLQ,916.0,0.0,604.0,Fin,1988.0,1872.0,TA,10400.0,80.0,102.0,39.0,5.0,7.0,1845.0,197.0,1988.0,1988.0,241500
1588.0,0.0,3.0,Av,0.0,Unf,1588.0,0.0,825.0,Fin,2006.0,1588.0,Gd,10000.0,85.0,410.0,45.0,5.0,8.0,1588.0,64.0,2006.0,2006.0,227000
1040.0,0.0,3.0,Gd,633.0,ALQ,431.0,29.0,648.0,Unf,1963.0,1040.0,TA,25286.0,94.0,0.0,0.0,5.0,4.0,1064.0,38.4,1963.0,1963.0,132250
600.0,155.8,2.0,No,0.0,Unf,600.0,27.6,0.0,None,1942.0,968.0,TA,5925.0,50.0,0.0,0.0,6.0,3.0,600.0,34.2,1910.0,1950.0,37900
884.0,0.0,2.0,Av,747.0,ALQ,0.0,49.8,504.0,RFn,1983.0,884.0,Gd,9180.0,65.8,0.0,0.0,7.0,5.0,840.0,240.0,1983.0,1983.0,144000
