,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorchSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
362,495.0,1427.0,4.0,None,0.0,BLQ,0.0,27.2,672.0,RFn,2003.0,1922.0,Gd,7301.0,64.0,500.0,0.0,5.0,7.0,0.0,176.8,2003.0,2003.0,198500
363,483.0,504.0,2.2,No,162.0,ALQ,321.0,0.0,264.0,Unf,1972.0,987.0,Gd,1680.0,21.0,510.0,0.0,8.0,6.0,483.0,130.8,1972.0,2007.0,118000
364,790.0,784.0,3.0,Mn,712.0,GLQ,84.0,29.0,566.0,Fin,1976.0,1574.0,TA,18800.0,107.8,120.0,111.0,5.0,6.0,796.0,58.4,1976.0,1976.0,190000
365,672.0,672.0,3.0,No,456.0,Rec,216.0,0.0,468.0,Unf,1964.0,1344.0,TA,10690.0,59.0,0.0,128.0,7.0,5.0,672.0,0.0,1920.0,1997.0,147000
366,1394.0,0.0,3.0,No,609.0,BLQ,785.0,31.6,514.0,RFn,1963.0,1394.0,TA,9500.0,76.0,247.0,76.0,5.0,6.0,1394.0,105.6,1963.0,1963.0,159000
367,1431.0,0.0,3.0,Gd,371.0,GLQ,728.0,31.6,296.0,RFn,1962.0,1431.0,TA,9150.0,101.0,305.0,110.0,5.0,6.0,1099.0,47.2,1962.0,1962.0,165000
368,1268.0,0.0,2.0,No,540.0,LwQ,728.0,0.0,244.0,Fin,1954.0,1268.0,TA,7800.0,78.0,200.0,98.0,6.0,5.0,1268.0,82.4,1954.0,1954.0,132000
369,1287.0,0.0,3.0,No,72.0,ALQ,733.0,54.0,576.0,Fin,1997.0,1287.0,Gd,9830.0,70.2,0.0,17.0,7.0,5.0,1063.0,364.0,1959.0,2006.0,162000
370,953.0,711.0,3.0,No,0.0,Unf,953.0,0.0,460.0,RFn,2000.0,1664.0,TA,8121.0,61.8,0.0,40.0,5.0,6.0,953.0,40.0,2000.0,2000.0,172400
371,1120.0,468.0,4.0,None,0.0,None,0.0,43.2,680.0,Fin,1991.0,1588.0,TA,17120.0,80.0,0.0,59.0,4.0,4.0,0.0,58.4,1959.0,1959.0,134432
372,752.0,0.0,2.0,No,623.0,ALQ,0.0,45.2,264.0,Unf,1984.0,752.0,TA,7175.0,50.0,0.0,0.0,5.0,6.0,744.0,125.0,1984.0,1984.0,125000
373,1319.0,0.0,3.0,No,428.0,BLQ,0.0,0.0,270.0,Unf,1953.0,1319.0,TA,10634.0,79.0,0.0,0.0,6.0,5.0,608.0,0.0,1953.0,1953.0,123000
374,847.0,1081.0,4.0,No,0.0,None,847.0,0.0,434.0,Fin,2003.0,1928.0,Gd,8200.0,65.0,0.0,48.0,5.0,7.0,847.0,40.0,2003.0,2004.0,219500
375,904.0,0.0,1.0,Gd,350.0,BLQ,333.0,22.4,0.0,None,1963.8,904.0,Fa,10020.0,67.4,0.0,0.0,1.0,1.0,683.0,6.6,1922.0,1950.0,61000
376,914.0,0.0,2.0,Av,298.0,GLQ,572.0,49.8,576.0,Unf,1998.0,914.0,TA,8846.0,57.0,0.0,0.0,5.0,5.0,870.0,157.4,1996.0,1996.0,148000
377,1580.0,886.0,4.0,No,0.0,Unf,1580.0,53.6,610.0,RFn,2004.0,2466.0,Gd,11143.0,102.0,0.0,214.0,5.0,8.0,1580.0,98.4,2004.0,2005.0,340000
378,1856.0,0.0,1.0,Av,1445.0,GLQ,411.0,0.0,834.0,Fin,2010.0,1856.0,Ex,11394.0,88.0,350.0,0.0,2.0,9.0,1856.0,118.6,2010.0,2010.0,394432
379,1007.0,793.0,3.0,No,0.0,Unf,982.0,0.0,463.0,Fin,2000.0,1800.0,TA,8123.0,60.0,16.0,63.0,5.0,6.0,982.0,100.0,2000.0,2000.0,179000
380,1026.0,665.0,3.0,No,218.0,LwQ,808.0,48.8,308.0,Unf,1924.0,1691.0,Gd,5000.0,50.0,0.0,0.0,6.0,5.0,1026.0,38.4,1924.0,1950.0,127000
381,1301.0,0.0,2.0,No,0.0,Unf,1293.0,45.2,572.0,RFn,2006.0,1301.0,Gd,7200.0,60.0,0.0,121.0,5.0,7.0,1293.0,59.4,2006.0,2006.0,187750
382,939.0,858.0,3.0,Av,0.0,Unf,939.0,0.0,639.0,Unf,2006.0,1797.0,Gd,9245.0,79.0,0.0,53.0,5.0,7.0,939.0,144.0,2006.0,2006.0,213500
383,784.0,0.0,2.0,No,0.0,Unf,784.0,91.0,360.0,Unf,1950.0,784.0,TA,9000.0,60.0,0.0,0.0,3.0,6.0,784.0,86.8,1928.0,1950.0,76000
384,1079.0,874.0,3.0,Av,985.0,GLQ,595.0,0.0,501.0,Fin,1992.0,1953.0,Gd,53107.0,74.4,0.0,231.0,5.0,6.0,1580.0,148.4,1992.0,1992.0,240000
385,1269.0,0.0,2.0,No,24.0,GLQ,1232.0,0.0,430.0,Fin,2004.0,1269.0,Gd,3182.0,43.0,16.0,20.0,5.0,8.0,1256.0,146.0,2004.0,2005.0,192000
386,658.0,526.0,5.0,No,0.0,Unf,658.0,18.2,0.0,None,1942.2,1184.0,TA,8410.0,58.0,0.0,151.0,3.0,5.0,658.0,0.0,1910.0,1996.0,81000
387,1125.0,0.0,2.8,Av,631.0,ALQ,410.0,45.2,352.0,Unf,1977.0,1125.0,TA,7200.0,72.0,255.0,0.0,6.0,6.0,1041.0,296.0,1976.0,1976.0,125000
388,1479.0,0.0,3.0,No,0.0,Unf,1468.0,0.0,577.0,RFn,1999.0,1479.0,Gd,9382.0,93.0,125.0,25.0,5.0,7.0,1468.0,143.0,1999.0,2000.0,191000
389,1742.0,590.0,3.0,Av,1280.0,GLQ,402.0,0.0,846.0,Fin,2008.0,2332.0,Ex,12474.0,96.0,272.0,134.0,5.0,10.0,1682.0,260.0,2007.0,2008.0,426000
390,961.0,406.0,4.0,No,241.0,Rec,229.0,0.0,384.0,Unf,1978.0,1367.0,TA,8405.0,50.0,0.0,130.0,8.0,5.0,861.0,114.4,1900.0,1950.0,119000
391,804.0,1157.0,3.0,No,690.0,ALQ,114.0,37.0,560.0,Fin,2001.0,1961.0,Gd,12209.0,71.0,0.0,192.0,5.0,6.0,804.0,111.4,2001.0,2002.0,215000
392,882.0,0.0,3.0,None,0.0,None,0.0,38.0,294.0,RFn,1959.0,882.0,TA,8339.0,67.6,0.0,0.0,7.0,5.0,0.0,142.8,1959.0,1959.0,106500
393,788.0,0.0,2.0,No,266.0,Rec,522.0,45.2,0.0,None,1968.0,788.0,TA,7446.0,64.0,0.0,0.0,5.0,4.0,788.0,101.0,1941.0,1950.0,100000
394,735.0,299.0,2.0,No,0.0,GLQ,735.0,46.8,240.0,Unf,1940.0,1034.0,TA,10134.0,60.0,0.0,39.0,6.0,5.0,735.0,79.4,1940.0,1950.0,109000
395,1144.0,0.0,2.8,Av,739.0,BLQ,405.0,31.6,596.0,Unf,1956.0,1144.0,TA,9571.0,68.0,0.0,0.0,6.0,5.0,1144.0,44.0,1956.0,1956.0,129000
396,894.0,0.0,2.0,Av,777.0,Rec,117.0,45.2,600.0,RFn,1985.0,894.0,TA,7200.0,60.0,0.0,0.0,5.0,5.0,894.0,160.8,1972.0,1972.0,123000
397,876.0,936.0,4.0,No,540.0,ALQ,324.0,27.2,264.0,RFn,1962.0,1812.0,TA,7590.0,69.0,288.0,168.0,5.0,5.0,864.0,201.4,1962.0,1962.0,169500
398,1077.0,0.0,2.0,No,0.0,Unf,961.0,49.8,338.0,Unf,1920.0,1077.0,TA,8967.0,60.0,0.0,0.0,2.0,5.0,961.0,65.6,1920.0,1950.0,67000
399,1112.0,438.0,2.0,No,812.0,GLQ,280.0,0.0,438.0,Fin,2007.0,1550.0,Gd,8125.0,65.0,100.0,168.0,5.0,7.0,1092.0,153.4,2006.0,2007.0,241000
400,1288.0,0.0,1.0,No,786.0,GLQ,474.0,0.0,500.0,Fin,1996.0,1288.0,Ex,14963.0,38.0,0.0,30.0,5.0,8.0,1260.0,129.8,1996.0,1996.0,245500
401,1310.0,0.0,3.0,Av,24.0,GLQ,1286.0,31.6,400.0,Fin,2005.0,1310.0,Gd,8767.0,65.0,0.0,0.0,5.0,7.0,1310.0,93.4,2005.0,2005.0,164990
402,672.0,0.0,2.0,No,0.0,Unf,672.0,22.4,240.0,Unf,1940.0,672.0,TA,10200.0,60.0,0.0,0.0,8.0,5.0,672.0,6.6,1940.0,1997.0,108000
403,1165.0,1062.4,4.0,No,0.0,Unf,1141.0,0.0,420.0,Fin,1998.0,2263.0,Gd,12090.0,93.0,650.0,123.0,5.0,8.0,1141.0,144.0,1998.0,1998.0,258000
404,806.0,766.0,3.0,No,0.0,Unf,806.0,46.8,373.0,Fin,1995.0,1572.0,TA,10364.0,67.8,0.0,40.0,5.0,6.0,806.0,57.6,1995.0,1996.0,168000
405,1620.0,0.0,3.0,No,1116.0,BLQ,165.0,0.0,490.0,Unf,1993.0,1620.0,TA,9991.0,78.0,0.0,78.0,4.0,4.0,1281.0,147.2,1976.0,1993.0,150000
406,1166.0,0.0,3.0,No,0.0,Unf,1064.0,0.0,240.0,Unf,1936.0,1639.0,TA,10480.0,51.0,0.0,0.0,5.0,6.0,1064.0,72.8,1936.0,1950.0,115000
407,840.0,840.0,3.2,No,0.0,Unf,840.0,0.0,308.0,Fin,1960.0,1680.0,TA,15576.0,63.0,0.0,0.0,7.0,6.0,840.0,0.0,1915.0,1976.0,177000
408,1071.0,1101.0,3.8,No,0.0,Unf,1063.0,44.8,947.0,RFn,2006.0,2172.0,Gd,14154.0,109.0,350.0,62.0,5.0,7.0,1063.0,105.8,2006.0,2006.0,280000
409,1050.0,1028.0,3.0,No,789.0,GLQ,245.0,0.0,836.0,Fin,2008.0,2078.0,Ex,10800.0,85.0,100.0,102.0,5.0,8.0,1034.0,57.6,2007.0,2008.0,339750
410,1276.0,0.0,3.0,No,0.0,Unf,1276.0,31.6,350.0,Unf,1958.0,1276.0,TA,9571.0,68.0,0.0,0.0,3.0,5.0,1276.0,143.0,1958.0,1958.0,60000
411,1056.0,0.0,3.0,Mn,1056.0,Rec,0.0,0.0,572.0,Fin,1955.0,1056.0,TA,34650.0,100.0,0.0,0.0,5.0,5.0,1056.0,148.4,1955.0,1955.0,145000
412,1478.0,0.0,2.0,Av,578.0,GLQ,892.0,0.0,484.0,Fin,2009.0,1478.0,Gd,4403.0,37.4,432.0,144.0,5.0,7.0,1470.0,81.6,2009.0,2009.0,222000
413,1028.0,63.8,2.0,No,0.0,Unf,1008.0,49.8,360.0,Unf,1927.0,1028.0,TA,8960.0,56.0,0.0,0.0,6.0,5.0,1008.0,65.6,1927.0,1950.0,115000
414,1080.0,1017.0,3.0,No,50.0,BLQ,499.0,0.0,678.0,RFn,1993.0,2097.0,Gd,11228.0,59.0,0.0,187.0,5.0,7.0,1080.0,0.0,1993.0,1993.0,228000
415,1340.0,0.0,3.0,Av,24.0,GLQ,1316.0,0.0,396.0,Fin,2007.0,1340.0,Gd,8899.0,73.0,0.0,30.0,5.0,7.0,1340.0,117.4,2007.0,2007.0,181134
416,672.0,728.0,3.0,No,209.0,ALQ,463.0,0.0,440.0,Fin,1978.0,1400.0,TA,7844.0,74.0,203.0,0.0,7.0,6.0,672.0,70.4,1978.0,1978.0,149500
417,1370.0,1254.0,4.0,No,1128.0,BLQ,242.0,29.0,864.0,Unf,1918.0,2624.0,TA,22420.0,86.0,0.0,0.0,6.0,6.0,1370.0,114.8,1918.0,1950.0,239000
418,756.0,378.0,3.0,No,312.0,ALQ,444.0,0.0,240.0,Unf,1940.0,1134.0,TA,8160.0,60.0,0.0,0.0,6.0,5.0,756.0,133.6,1940.0,1950.0,126000
419,1056.0,0.0,3.0,No,775.0,BLQ,281.0,0.0,304.0,Unf,1968.0,1056.0,TA,8450.0,65.0,0.0,85.0,6.0,5.0,1056.0,154.4,1968.0,1968.0,142000
420,1344.0,0.0,1.8,Gd,1309.0,GLQ,35.0,0.0,784.0,Fin,1997.0,1344.0,TA,7060.0,78.0,200.0,0.0,5.0,7.0,1344.0,120.8,1997.0,1998.0,206300
421,1602.0,0.0,3.0,No,1246.0,ALQ,356.0,0.0,529.0,Fin,1977.0,1602.0,Gd,16635.0,102.6,126.0,0.0,7.0,6.0,1602.0,58.4,1977.0,2000.0,215000
422,988.0,0.0,2.0,No,0.0,ALQ,988.0,29.0,520.0,RFn,1954.0,988.0,TA,21750.0,100.0,0.0,0.0,5.0,5.0,988.0,114.8,1954.0,1954.0,113000
423,1470.0,1250.6,4.0,No,986.0,GLQ,484.0,77.6,696.0,Unf,1998.0,2630.0,Gd,9200.0,80.0,473.0,66.0,5.0,8.0,1470.0,96.0,1998.0,1998.0,315000
424,1196.0,0.0,2.0,No,616.0,LwQ,580.0,31.6,297.0,RFn,1956.0,1196.0,TA,9000.0,72.0,74.0,44.0,5.0,6.0,1196.0,85.0,1956.0,1956.0,139000
425,707.0,682.0,3.0,No,0.0,Unf,651.0,0.0,240.0,Unf,1947.0,1389.0,TA,3378.0,60.0,0.0,0.0,8.0,7.0,651.0,69.4,1946.0,1992.0,135000
426,1644.0,0.0,2.0,Gd,1518.0,GLQ,0.0,0.0,569.0,Fin,1989.0,1644.0,Gd,12800.0,77.2,145.0,0.0,5.0,7.0,1518.0,150.0,1989.0,1989.0,275000
427,907.0,0.0,3.0,No,288.0,Rec,619.0,49.8,352.0,Unf,1964.0,907.0,TA,8593.0,77.0,0.0,0.0,6.0,4.0,907.0,170.0,1957.0,1957.0,109008
428,1208.0,0.0,2.0,No,664.0,GLQ,544.0,45.2,628.0,RFn,2007.0,1208.0,Gd,6762.0,64.0,108.0,54.0,5.0,7.0,1208.0,105.0,2007.0,2007.0,195400
429,1412.0,0.0,3.0,Mn,1005.0,GLQ,387.0,0.0,576.0,Unf,1988.0,1412.0,Gd,11457.0,130.0,0.0,0.0,5.0,6.0,1392.0,155.6,1988.0,1988.0,175000
430,483.0,504.0,2.0,No,387.0,ALQ,96.0,0.0,264.0,Unf,1971.0,987.0,TA,1680.0,21.0,232.0,0.0,5.0,6.0,483.0,130.8,1971.0,1971.0,85400
431,1088.0,110.0,4.0,No,0.0,Unf,901.0,50.0,0.0,Fin,1942.0,1198.0,TA,5586.0,60.0,0.0,98.0,7.0,6.0,901.0,34.2,1920.0,1998.0,79900
432,765.0,600.0,2.0,No,471.0,ALQ,294.0,0.0,440.0,Unf,1971.0,1365.0,TA,1920.0,24.0,376.0,36.0,5.0,5.0,765.0,130.8,1971.0,1971.0,122500
433,926.0,678.0,3.0,No,0.0,Unf,926.0,0.0,470.0,Fin,1997.0,1604.0,TA,10839.0,100.0,0.0,36.0,5.0,6.0,926.0,0.0,1997.0,1998.0,181000
434,630.0,0.0,1.0,Av,495.0,ALQ,135.0,0.0,0.0,None,1974.0,630.0,TA,1890.0,21.0,0.0,0.0,7.0,4.0,630.0,130.8,1972.0,1972.0,81000
435,827.0,834.0,3.0,Av,385.0,GLQ,70.0,0.0,550.0,RFn,1996.0,1661.0,Gd,10667.0,43.0,0.0,61.0,6.0,7.0,799.0,0.0,1996.0,1996.0,212000
436,734.0,528.4,2.0,No,0.0,Unf,648.0,48.8,440.0,RFn,1990.0,1118.0,TA,4400.0,40.0,0.0,0.0,8.0,6.0,648.0,56.0,1920.0,1950.0,116000
437,904.0,0.0,2.0,No,0.0,Unf,884.0,50.0,180.0,Unf,1926.0,904.0,TA,6000.0,50.0,0.0,0.0,7.0,6.0,884.0,4.8,1926.0,2004.0,119000
438,694.0,0.0,1.6,No,365.0,LwQ,75.0,106.0,352.0,Unf,1990.0,694.0,Gd,4280.0,40.0,0.0,0.0,6.0,5.0,440.0,76.0,1913.0,2002.0,90350
439,684.0,512.0,3.0,Mn,0.0,Unf,684.0,90.6,528.0,Unf,2005.0,1196.0,Gd,12354.0,67.0,0.0,46.0,8.0,6.0,684.0,71.0,1920.0,2000.0,110000
440,2402.0,0.0,2.0,Gd,1767.0,GLQ,788.0,43.2,672.0,Fin,2008.0,2402.0,Ex,15431.0,105.0,200.0,72.0,5.0,10.0,3094.0,105.6,2008.0,2008.0,555000
441,1440.0,0.0,4.0,No,133.0,ALQ,1307.0,0.0,0.0,None,1992.6,1440.0,Fa,12108.0,92.0,270.0,0.0,4.0,4.0,1440.0,66.4,1955.0,1955.0,118000
442,1128.0,445.0,3.0,No,0.0,Unf,1078.0,77.2,360.0,Unf,1930.0,1573.0,TA,6240.0,52.0,0.0,0.0,7.0,5.0,1078.0,34.2,1930.0,1992.0,162900
443,1258.0,0.0,2.0,Av,0.0,Unf,1258.0,0.0,648.0,Fin,2007.0,1258.0,Gd,3922.0,53.0,72.0,16.0,5.0,7.0,1258.0,57.8,2006.0,2007.0,172500
444,933.0,975.0,4.0,No,642.0,GLQ,273.0,48.8,493.0,Unf,1994.0,1908.0,Gd,8750.0,70.0,0.0,133.0,5.0,7.0,915.0,67.2,1994.0,1995.0,210000
445,1689.0,0.0,3.0,No,0.0,Unf,1436.0,0.0,480.0,Unf,1956.0,1689.0,TA,9855.0,73.0,0.0,0.0,5.0,6.0,1436.0,134.2,1956.0,1956.0,127500
446,1888.0,0.0,2.0,No,247.0,Rec,557.0,43.2,578.0,Fin,1966.0,1888.0,Gd,16492.0,137.0,0.0,0.0,6.0,6.0,1517.0,63.8,1966.0,2002.0,190000
447,956.0,930.0,3.4,No,0.0,Unf,930.0,0.0,431.0,Fin,1998.0,1886.0,Gd,11214.0,69.0,0.0,0.0,5.0,7.0,930.0,0.0,1998.0,1999.0,199900
448,780.0,596.0,3.0,No,0.0,Unf,780.0,0.0,198.0,Unf,1937.0,1376.0,TA,8600.0,50.0,0.0,0.0,6.0,6.0,780.0,44.0,1937.0,1950.0,119500
449,679.0,504.0,2.0,No,331.0,ALQ,318.0,0.0,308.0,Unf,1981.0,1183.0,TA,6000.0,50.0,0.0,176.0,7.0,3.0,649.0,29.4,1948.0,2002.0,120000
450,813.0,0.0,2.0,No,0.0,Unf,813.0,98.8,270.0,Unf,1932.0,813.0,Gd,5684.0,70.0,0.0,113.0,8.0,6.0,813.0,0.0,1930.0,2005.0,110000
451,1533.0,0.0,2.0,Gd,655.0,ALQ,878.0,10.0,576.0,Unf,1975.0,1533.0,Gd,70761.0,62.0,0.0,54.0,5.0,7.0,1533.0,148.4,1975.0,1975.0,280000
452,888.0,868.0,3.0,No,742.0,ALQ,130.0,48.8,422.0,Fin,1996.0,1756.0,TA,9303.0,69.4,42.0,122.0,5.0,6.0,872.0,68.8,1996.0,1997.0,204000
453,786.0,749.2,3.0,No,0.0,Unf,768.0,46.8,676.0,RFn,2008.0,1590.0,Gd,9000.0,75.0,0.0,30.0,5.0,8.0,768.0,0.0,2008.0,2008.0,210000
454,1728.0,0.0,4.0,No,1606.0,ALQ,122.0,0.0,560.0,Unf,1976.0,1728.0,TA,9297.0,63.0,0.0,0.0,5.0,5.0,1728.0,66.2,1976.0,1976.0,188000
455,1242.0,0.0,3.0,No,916.0,ALQ,326.0,0.0,528.0,Unf,1973.0,1242.0,TA,9600.0,80.0,320.0,0.0,6.0,7.0,1242.0,180.0,1973.0,1973.0,175500
456,624.0,720.0,4.0,No,0.0,Unf,624.0,48.8,513.0,Unf,1916.0,1344.0,TA,4571.0,34.0,0.0,0.0,5.0,5.0,624.0,56.0,1916.0,1950.0,98000
457,1663.0,0.0,2.0,Gd,1116.0,BLQ,248.0,10.0,529.0,Unf,1954.0,1663.0,Gd,53227.0,111.0,0.0,137.0,6.0,4.0,1364.0,148.4,1954.0,1994.0,256000
458,833.0,833.0,3.0,No,0.0,Unf,588.0,76.4,228.0,Unf,1925.0,1666.0,Gd,5100.0,55.0,0.0,63.0,7.0,8.0,588.0,34.2,1925.0,1996.0,161000
459,979.0,224.0,3.0,No,185.0,LwQ,524.0,45.2,352.0,Unf,1950.0,1203.0,Gd,7015.0,69.8,161.0,0.0,4.0,5.0,709.0,118.4,1950.0,1950.0,110000
460,832.0,1103.0,3.0,No,544.0,GLQ,288.0,0.0,552.0,Fin,2009.0,1935.0,TA,8004.0,75.0,110.0,150.0,5.0,8.0,832.0,117.6,2009.0,2009.0,263435
461,575.0,560.0,3.0,No,350.0,ALQ,0.0,0.0,576.0,RFn,1971.0,1135.0,Gd,7200.0,60.0,0.0,0.0,9.0,7.0,560.0,134.4,1936.0,2007.0,155000
462,864.0,0.0,3.0,No,553.0,Rec,0.0,0.0,360.0,Unf,1965.0,864.0,TA,8281.0,60.0,0.0,0.0,5.0,5.0,864.0,212.8,1965.0,1965.0,62383
463,849.0,811.0,3.0,No,326.0,LwQ,389.0,37.0,240.0,Unf,1939.0,1660.0,TA,11988.0,74.0,0.0,0.0,7.0,6.0,715.0,41.6,1934.0,1995.0,188700
464,1040.0,0.0,3.0,No,616.0,Rec,424.0,0.0,0.0,None,1972.0,1040.0,TA,8430.0,60.0,136.0,0.0,5.0,5.0,1040.0,154.4,1978.0,1978.0,124000
465,1414.0,0.0,2.0,No,0.0,Unf,1375.0,0.0,398.0,Fin,2004.0,1414.0,Gd,3072.0,43.0,18.0,20.0,5.0,7.0,1375.0,99.0,2004.0,2004.0,178740
466,1277.0,0.0,2.0,Gd,778.0,GLQ,499.0,0.0,526.0,Unf,1970.0,1277.0,TA,10628.0,85.0,0.0,0.0,5.0,7.0,1277.0,0.0,1970.0,1970.0,167000
467,888.0,704.2,3.0,No,386.0,LwQ,342.0,46.8,312.0,Unf,1942.0,1644.0,Gd,9480.0,79.0,224.0,0.0,7.0,5.0,728.0,53.0,1942.0,1995.0,146500
468,1634.0,0.0,3.0,No,0.0,Unf,1626.0,0.0,866.0,Fin,2006.0,1634.0,Gd,11428.0,98.0,248.0,44.0,5.0,8.0,1626.0,101.6,2006.0,2006.0,250000
469,832.0,878.0,3.0,No,426.0,GLQ,406.0,46.8,506.0,RFn,1993.0,1710.0,Gd,9291.0,76.0,120.0,70.0,5.0,6.0,832.0,37.6,1993.0,1993.0,187000
470,1502.0,0.0,1.0,Av,368.0,GLQ,0.0,45.2,528.0,RFn,1985.0,1502.0,Gd,6820.0,67.6,0.0,54.0,5.0,8.0,1488.0,80.2,1985.0,1985.0,212000
471,1161.0,808.0,3.0,No,0.0,Unf,808.0,53.6,534.0,RFn,1977.0,1969.0,TA,11952.0,92.0,0.0,0.0,6.0,7.0,808.0,28.8,1977.0,1977.0,190000
472,1072.0,0.0,2.0,Gd,459.0,BLQ,88.0,57.2,525.0,RFn,2005.0,1072.0,TA,3675.0,35.0,80.0,28.0,5.0,6.0,547.0,76.0,2005.0,2005.0,148000
473,1976.0,0.0,2.0,Gd,1350.0,None,626.0,43.2,908.0,RFn,2006.0,1976.0,Gd,14977.0,110.0,304.0,63.0,5.0,8.0,1976.0,148.8,2006.0,2007.0,440000
474,1652.0,0.0,2.0,Av,1196.0,GLQ,298.0,0.0,499.0,RFn,2000.0,1652.0,Ex,5330.0,41.0,0.0,48.0,5.0,8.0,1494.0,86.0,2000.0,2000.0,251000
475,970.0,0.0,2.0,No,630.0,GLQ,340.0,0.0,624.0,Unf,1996.0,970.0,TA,8480.0,80.0,0.0,24.0,6.0,5.0,970.0,154.4,1963.0,1963.0,132500
476,1493.0,0.0,2.4,Gd,994.0,GLQ,484.0,0.0,508.0,Fin,1997.0,1493.0,Gd,13125.0,75.0,215.0,39.0,5.0,6.0,1478.0,151.2,1997.0,1998.0,208900
477,2069.0,574.0,3.0,Av,0.0,Unf,2153.0,0.0,694.0,Fin,2006.0,2643.0,Ex,13693.0,105.0,772.0,84.0,5.0,9.0,2153.0,93.6,2006.0,2006.0,380000
478,1718.0,0.0,3.0,Gd,1288.0,GLQ,417.0,0.0,826.0,RFn,2007.0,1718.0,Gd,10637.0,79.0,336.0,44.0,5.0,8.0,1705.0,75.4,2007.0,2008.0,297000
479,1131.0,0.0,2.0,No,168.0,Rec,739.0,50.0,672.0,Unf,1995.0,1131.0,TA,5925.0,50.0,435.0,72.0,7.0,4.0,907.0,34.2,1937.0,2000.0,89471
480,1850.0,0.0,3.0,Gd,1261.0,GLQ,572.0,43.2,772.0,Fin,2004.0,1850.0,Gd,16033.0,98.0,378.0,112.0,5.0,9.0,1833.0,72.0,2004.0,2005.0,326000
481,1792.0,0.0,2.0,Gd,1567.0,GLQ,225.0,0.0,874.0,Fin,2003.0,1792.0,Ex,11846.0,72.0,562.0,49.0,5.0,9.0,1792.0,116.2,2003.0,2004.0,374000
482,916.0,680.8,4.0,No,299.0,ALQ,611.0,0.0,164.0,Unf,1915.0,1826.0,Ex,2500.0,50.0,0.0,0.0,8.0,7.0,910.0,130.8,1915.0,2005.0,155000
483,1216.0,0.0,2.0,No,897.0,GLQ,319.0,0.0,402.0,Unf,1998.0,1216.0,TA,4500.0,32.0,116.0,125.0,5.0,6.0,1216.0,109.6,1998.0,1998.0,164000
484,999.0,0.0,3.0,No,588.0,ALQ,411.0,45.2,264.0,Unf,1963.0,999.0,Gd,7758.0,61.8,0.0,132.0,7.0,5.0,999.0,83.2,1962.0,2001.0,132500
485,1113.0,0.0,3.0,No,607.0,ALQ,506.0,54.0,264.0,Unf,1950.0,1113.0,Gd,9600.0,80.0,0.0,80.0,7.0,5.0,1113.0,186.6,1950.0,2007.0,147000
486,1073.0,0.0,3.0,No,836.0,ALQ,237.0,0.0,515.0,RFn,1965.0,1073.0,TA,10289.0,79.0,168.0,0.0,7.0,5.0,1073.0,147.2,1965.0,1965.0,156000
487,1484.0,0.0,3.0,Av,998.0,ALQ,486.0,0.0,487.0,Unf,1971.0,1484.0,TA,12243.0,70.0,0.0,0.0,6.0,5.0,1484.0,118.6,1971.0,1971.0,175000
488,1766.0,648.0,3.0,No,664.0,BLQ,290.0,0.0,520.0,Unf,1970.0,2414.0,TA,10800.0,60.0,0.0,0.0,4.0,5.0,954.0,57.6,1900.0,1970.0,160000
489,630.0,0.0,1.2,Av,515.0,GLQ,115.0,0.0,286.0,Unf,1970.0,630.0,Gd,1526.0,21.0,0.0,0.0,8.0,4.0,630.0,130.8,1970.0,2002.0,86000
490,616.0,688.0,3.0,Mn,0.0,Unf,264.0,0.0,336.0,Fin,1976.0,1304.0,TA,2665.0,28.2,0.0,24.0,6.0,5.0,264.0,141.0,1976.0,1976.0,115000
491,958.0,620.0,3.0,No,403.0,BLQ,238.0,78.4,240.0,Unf,1941.0,1578.0,Fa,9490.0,79.0,0.0,0.0,7.0,6.0,806.0,8.8,1941.0,1950.0,133000
492,728.0,728.0,3.0,No,0.0,Unf,728.0,0.0,429.0,RFn,2006.0,1456.0,TA,15578.0,105.0,0.0,0.0,5.0,6.0,728.0,88.6,2006.0,2006.0,172785
493,1269.0,0.0,3.0,No,374.0,BLQ,363.0,0.0,308.0,Unf,1964.0,1269.0,TA,7931.0,70.0,0.0,0.0,6.0,5.0,1269.0,83.2,1960.0,1960.0,155000
494,886.0,0.0,2.0,No,0.0,Unf,190.0,71.2,273.0,Unf,1938.0,886.0,TA,5784.0,50.0,0.0,20.0,8.0,5.0,190.0,32.8,1938.0,1996.0,91300
495,720.0,0.0,2.0,No,495.0,Rec,225.0,0.0,0.0,None,1969.2,720.0,TA,7879.0,60.0,0.0,523.0,5.0,4.0,720.0,145.8,1920.0,1950.0,34900
496,3228.0,0.0,2.8,No,1231.0,GLQ,1969.0,0.0,546.0,Fin,1992.0,3228.0,Gd,12692.0,95.0,0.0,75.0,5.0,8.0,3200.0,156.0,1992.0,1993.0,430000
